bioguide_id,crp_id,name,data_year,asset_name,holdings_low,holdings_high,industry,subsidiary_of
A000360,N00009888,"Alexander, Lamar",2016,Custom Foods of America,7000008,32000000,Food Processing & Sales,
A000360,N00009888,"Alexander, Lamar",2016,Accounts Receivable from Lamar Alexander Family Tr,3750006,16500000,,
A000360,N00009888,"Alexander, Lamar",2016,Custom Foods of America,3500004,16000000,,
A000360,N00009888,"Alexander, Lamar",2016,3600 Management LLC,2000002,10000000,Misc Business,
A000360,N00009888,"Alexander, Lamar",2016,3600 Management LLC,1000001,5000000,,
L000174,N00009918,"Leahy, Patrick",2016,ClearBridge Appreciation Fund,51002,115000,,
L000174,N00009918,"Leahy, Patrick",2016,Sun Trust Bank Savings,50001,100000,,
L000174,N00009918,"Leahy, Patrick",2016,Merrill Lynch/Cash Management Account,50001,100000,,
L000174,N00009918,"Leahy, Patrick",2016,Penn Mutual,2002,30000,,
L000174,N00009918,"Leahy, Patrick",2016,Sun Life Assurance of Canada,1001,15000,,
S000320,N00009920,"Shelby, Richard C",2016,Residence,1000001,5000000,Real Estate,
S000320,N00009920,"Shelby, Richard C",2016,Tuscaloosa Title,1000001,5000000,Real Estate,
S000320,N00009920,"Shelby, Richard C",2016,Office Building/2210 8th Street,500001,1000000,Real Estate,
S000320,N00009920,"Shelby, Richard C",2016,Regions Bank Money Market Account,250001,500000,,
S000320,N00009920,"Shelby, Richard C",2016,American Express Certificicate of Deposit,100001,250000,,
R000146,N00009922,"Reid, Harry",2016,Wells Fargo,501002,1015000,Commercial Banks,
R000146,N00009922,"Reid, Harry",2016,Bullhead City Vacant Land,500001,1000000,,
R000146,N00009922,"Reid, Harry",2016,Nevada Milling Deed of Trust #2,250001,500000,,
R000146,N00009922,"Reid, Harry",2016,Nevada Milling Deed of Trust #3,100001,250000,,
R000146,N00009922,"Reid, Harry",2016,Nevada Milling Deed of Trust #1,100001,250000,,
N000032,N00009926,"Nelson, Bill",2016,Real Property Pasture & Undeveloped,1000001,5000000,Real Estate,
N000032,N00009926,"Nelson, Bill",2016,Real Property Undeveloped Land,250001,500000,Real Estate,
N000032,N00009926,"Nelson, Bill",2016,SunAmerica Focused Dividend Strategy Fund,16002,65000,,
N000032,N00009926,"Nelson, Bill",2016,Vanguard 500 Index Admiral Fund,15001,50000,,
N000032,N00009926,"Nelson, Bill",2016,Swan Defined Risk I,3003,45000,,
G000359,N00009975,"Graham, Lindsey",2016,TD Ameritrade Cash Account Money Market,100002,200000,,
G000359,N00009975,"Graham, Lindsey",2016,T Rowe Price Blue Chip Growth,30002,100000,,
G000359,N00009975,"Graham, Lindsey",2016,"TD Ameritrade Cash Account(Omaha, NE)",50001,100000,,
G000359,N00009975,"Graham, Lindsey",2016,Homestead Value Fund,30002,100000,,
G000359,N00009975,"Graham, Lindsey",2016,First Citizens Savings,30002,100000,,
L000566,N00012233,"Latta, Robert E",2016,Ohio Public Employees Retirment System,350002,750000,,
L000566,N00012233,"Latta, Robert E",2016,Fidelity Low Priced Stock Fund,250001,500000,,
L000566,N00012233,"Latta, Robert E",2016,Fidelity Puritan Fund,200002,500000,,
L000566,N00012233,"Latta, Robert E",2016,Fidelity Equity Dividend Income Fund formerly Fide,150002,350000,,
L000566,N00012233,"Latta, Robert E",2016,Vanguard 500 Index Signal,100001,250000,,
C000174,N00012508,"Carper, Tom",2016,Unimproved Land,1500004,3000000,Real Estate,
C000174,N00012508,"Carper, Tom",2016,EI du Pont de Nemours & Co,502004,1030000,,
C000174,N00012508,"Carper, Tom",2016,Unimproved LandDescription: Undeveloped farm land,500001,1000000,,
C000174,N00012508,"Carper, Tom",2016,Lincoln National Corp,345006,900000,Insurance,
C000174,N00012508,"Carper, Tom",2016,Morgan Stanley Bank NA,230004,600000,,
K000360,N00012539,"Kirk, Mark",2016,MSA/Franklin Tmpl International Equity,2002,30000,,
K000360,N00012539,"Kirk, Mark",2016,MSA/WM Blair Mid Cap Growth Fund,1001,15000,,
K000360,N00012539,"Kirk, Mark",2016,MSA/WM Blair Co Mid Cap Growth Fund,1001,15000,,
K000360,N00012539,"Kirk, Mark",2016,MSA Balanced,1001,15000,,
M001189,N00012546,,2016,Jennifer C Messer PC,100001,250000,,
M001189,N00012546,,2016,Franklin Growth Fund,50001,100000,,
M001189,N00012546,,2016,119 S Vine Street,50001,100000,,
M001189,N00012546,,2016,Franklin Mutual Shares Fund,50001,100000,,
M001189,N00012546,,2016,,15001,50000,,
P000588,N00012672,"Pearce, Steve",2016,Trinity Industries,5000001,25000000,Railroads,
P000588,N00012672,"Pearce, Steve",2016,LFT LLC,1000001,5000000,Unknown,
P000588,N00012672,"Pearce, Steve",2016,Lea County Bancshares,1000001,5000000,Commercial Banks,
P000588,N00012672,"Pearce, Steve",2016,Congressional Federal Credit Union,100001,250000,,
P000588,N00012672,"Pearce, Steve",2016,Exedra LLC,100001,250000,Unknown,
M001143,N00012942,"McCollum, Betty",2016,Alger Small & Midcap Growth A Open End Mutual Fund,15001,50000,,
M001143,N00012942,"McCollum, Betty",2016,Goldman Sachs Capital Growth Fund,15001,50000,,
M001143,N00012942,"McCollum, Betty",2016,Fidelity Diversified International Fund,1001,15000,,
M001143,N00012942,"McCollum, Betty",2016,Oppenheimer Global Allocation Fund,1001,15000,,
M001143,N00012942,"McCollum, Betty",2016,T Rowe Price Small Cap Fund,1001,15000,,
G000546,N00013323,"Graves, Sam",2016,Residence & Adjoining Unit in Washington,1000001,5000000,Real Estate,
G000546,N00013323,"Graves, Sam",2016,Sam Graves Farms: Clark Township & Tarkio Township,500001,1000000,Crop Production & Basic Processing,
G000546,N00013323,"Graves, Sam",2016,Airport Farms Aviation LLC,100001,250000,,
G000546,N00013323,"Graves, Sam",2016,Promissory note,50001,100000,,
G000546,N00013323,"Graves, Sam",2016,Graves Brothers Farms,50001,100000,,
S001154,N00013770,"Shuster, Bill",2016,Genesis Drilling Program IV LP,50001,100000,,
S001154,N00013770,"Shuster, Bill",2016,Shuster Family LP I,50001,100000,,
S001154,N00013770,"Shuster, Bill",2016,Shuster Family LP II,15001,50000,,
S001154,N00013770,"Shuster, Bill",2016,Cion INVT Corp Com,15001,50000,,
S001154,N00013770,"Shuster, Bill",2016,"Phillips, Edison & Co",15001,50000,,
P000597,N00013817,"Pingree, Chellie",2016,Vanguard Federal Money Market,1000001,5000000,,
P000597,N00013817,"Pingree, Chellie",2016,Nebo Lodge Inc Inn & Restaurant,1000001,5000000,,
P000597,N00013817,"Pingree, Chellie",2016,Paloma Partners,1000001,5000000,,
P000597,N00013817,"Pingree, Chellie",2016,Portland Maine rental property,500001,1000000,,
P000597,N00013817,"Pingree, Chellie",2016,Camden National Bank,50001,100000,,
L000562,N00013855,"Lynch, Stephen F",2016,"3 Jason Terrace, South Boston, MA",500001,1000000,Real Estate,
L000562,N00013855,"Lynch, Stephen F",2016,55 G Street,500001,1000000,Real Estate,
L000562,N00013855,"Lynch, Stephen F",2016,Fidelity Contrafund Fund,15001,50000,,
L000562,N00013855,"Lynch, Stephen F",2016,American Funds Growth Fund of America,15001,50000,,
L000562,N00013855,"Lynch, Stephen F",2016,Pioneer Equity Income Fund,1001,15000,,
B001236,N00013873,"Boozman, John",2016,Cotswalds Partners LLC Real Estate,500001,1000000,,
B001236,N00013873,"Boozman, John",2016,iShares MSCI EAFE Index,100001,250000,,
B001236,N00013873,"Boozman, John",2016,iShares Barclays MBS Bond Fund,100001,250000,,
B001236,N00013873,"Boozman, John",2016,iShares Tr Russell 2000 Index MFC,100001,250000,,
B001236,N00013873,"Boozman, John",2016,iShares Tr Gs Corp Bond Fund,100001,250000,,
C001077,N00024753,"Coffman, Mike",2016,,247007,680000,,
C001077,N00024753,"Coffman, Mike",2016,CREF Stock Fund,15001,50000,,
C001077,N00024753,"Coffman, Mike",2016,TIAA Traditional Fund,15001,50000,,
C001077,N00024753,"Coffman, Mike",2016,Invesco Charter Fund,1001,15000,,
S001181,N00024790,"Shaheen, Jeanne",2016,140 Washington Street,2000002,2000002,Real Estate,
S001181,N00024790,"Shaheen, Jeanne",2016,10 Railroad Avenue,1000002,2000000,Real Estate,
S001181,N00024790,"Shaheen, Jeanne",2016,228 Route 108,1000002,2000000,Real Estate,
S001181,N00024790,"Shaheen, Jeanne",2016,Kearsarge Project,500002,1000000,,
S001181,N00024790,"Shaheen, Jeanne",2016,76 Perkins Road,500002,1000000,Real Estate,
J000300,N00024817,,2016,,888038,2320000,,
J000300,N00024817,,2016,American Funds Washington Mutual Investors Fund,50001,100000,,
J000300,N00024817,,2016,American Funds Fundamental Invs Fund,50001,100000,,
J000300,N00024817,,2016,Regions Financial,50001,100000,Commercial Banks,
J000300,N00024817,,2016,American Funds Europacific Growth Fund,15001,50000,,
C001069,N00024842,"Courtney, Joe",2016,American Funds Growth Fund of America,51002,115000,,
C001069,N00024842,"Courtney, Joe",2016,Blackrock Large Cap Fund,50001,100000,,
C001069,N00024842,"Courtney, Joe",2016,American Small Cap World Fund,50001,100000,,
C001069,N00024842,"Courtney, Joe",2016,Mass Mutual Whole Life Policy,15001,50000,,
C001069,N00024842,"Courtney, Joe",2016,J Hancock Financial Indices,15001,50000,,
C001056,N00024852,"Cornyn, John",2016,Texas Employees Retirement System,65002,150000,,
C001056,N00024852,"Cornyn, John",2016,American Funds Growth Fund of America,51002,115000,,
C001056,N00024852,"Cornyn, John",2016,American Funds New Perspective Fund,51002,115000,,
C001056,N00024852,"Cornyn, John",2016,American Funds SMALLCAP World Fund,51002,115000,,
C001056,N00024852,"Cornyn, John",2016,American Funds Fundamental Investors Fund,50001,100000,,
B001245,N00024866,"Bordallo, Madeleine Z",2016,Rental 1,1000001,5000000,Real Estate,
B001245,N00024866,"Bordallo, Madeleine Z",2016,Certificate of Deposits,1000001,5000000,,
B001245,N00024866,"Bordallo, Madeleine Z",2016,Rental 2,500001,1000000,Real Estate,
B001245,N00024866,"Bordallo, Madeleine Z",2016,Rental 3,500001,1000000,Real Estate,
B001245,N00024866,"Bordallo, Madeleine Z",2016,Money Market Account,100001,250000,,
S001156,N00024870,"Sanchez, Linda",2016,"Real property/Whittier, CA",500001,1000000,Real Estate,
S001156,N00024870,"Sanchez, Linda",2016,AMR Growth Fund,50001,100000,,
S001156,N00024870,"Sanchez, Linda",2016,HLS Total Return Bond Fund,50001,100000,,
S001156,N00024870,"Sanchez, Linda",2016,Money Market,16002,65000,,
S001156,N00024870,"Sanchez, Linda",2016,Peoples United Bank CDs,15001,50000,,
S001157,N00024871,"Scott, David",2016,"Washington, DC home",1000001,5000000,Real Estate,
S001157,N00024871,"Scott, David",2016,NY Life Insurance - Whole,150002,350000,,
S001157,N00024871,"Scott, David",2016,Southern Co,1001,15000,Electric Utilities,
H001036,N00024922,"Hensarling, Jeb",2016,Fidelity VIP Index 500,100001,250000,,
H001036,N00024922,"Hensarling, Jeb",2016,PIMCO Total Return Fund,50001,100000,,
H001036,N00024922,"Hensarling, Jeb",2016,Fidelity 500 Index Premium,50001,100000,,
H001036,N00024922,"Hensarling, Jeb",2016,Fidelity Strategic Income Fund,50001,100000,,
H001036,N00024922,"Hensarling, Jeb",2016,Fidelity Cash Reserves,50001,100000,,
C001063,N00024978,"Cuellar, Henry",2016,Property on Washington St,250001,500000,Real Estate,
C001063,N00024978,"Cuellar, Henry",2016,Property on Victoria St,100001,250000,Real Estate,
C001063,N00024978,"Cuellar, Henry",2016,TX State Retirement Account (Not Self Directed),100001,250000,,
C001063,N00024978,"Cuellar, Henry",2016,Blackrock Liquidity Funds Temp Fund Institutional,100001,250000,,
C001063,N00024978,"Cuellar, Henry",2016,Condo on Marcella St,50001,100000,,
M001151,N00024992,"Murphy, Tim",2016,Vanguard S&P 500 Fund,66003,165000,,
M001151,N00024992,"Murphy, Tim",2016,PIMCO Total Return Fund,51002,115000,,
M001151,N00024992,"Murphy, Tim",2016,Oppenheimer Developing Markets Fund,17003,80000,,
M001151,N00024992,"Murphy, Tim",2016,JPMorgan Small Cap Value Fund,17003,80000,,
M001151,N00024992,"Murphy, Tim",2016,Loomis Sayles Growth,17003,80000,,
C001051,N00025095,"Carter, John",2016,Exxon Mobil,1000001,5000000,Oil & Gas,
C001051,N00025095,"Carter, John",2016,Edward Jones Account,100001,250000,,
C001051,N00025095,"Carter, John",2016,Union State Bank - Money Market Account,15001,50000,,
T000463,N00025175,"Turner, Michael R",2016,Cheniere Energy,1000001,5000000,Oil & Gas,
T000463,N00025175,"Turner, Michael R",2016,ML Bank Deposit Program Money Market,350002,750000,,
T000463,N00025175,"Turner, Michael R",2016,Vanguard REIT ETF,250001,500000,Real Estate,
T000463,N00025175,"Turner, Michael R",2016,iShares 7-10 Year Treasury Bond Fund,250001,500000,,
T000463,N00025175,"Turner, Michael R",2016,SPDR Barclays 1-3 Month T-Bill ETF,100001,250000,,
K000362,N00025237,"King, Steven A",2016,Fidelity Government Money Market Capital Reserves,100002,200000,,
K000362,N00025237,"King, Steven A",2016,New York Life Insurance Whole Life,30002,100000,,
K000362,N00025237,"King, Steven A",2016,New York Life Insurance/Whole Life,30002,100000,,
K000362,N00025237,"King, Steven A",2016,American Funds Income Fund of America,30002,100000,,
K000362,N00025237,"King, Steven A",2016,DNP Select Income Fund,2002,30000,,
R000577,N00025280,"Ryan, Tim",2016,Niles Residential Rental Property 1504,100001,250000,,
R000577,N00025280,"Ryan, Tim",2016,Ohio State Teacher Retirement System,50001,100000,,
R000577,N00025280,"Ryan, Tim",2016,Real Food Revolution Book,15001,50000,,
R000577,N00025280,"Ryan, Tim",2016,A Mindful Nation - Book,15001,50000,,
R000577,N00025280,"Ryan, Tim",2016,American Funds Capital Builder,1002,16000,,
B001250,N00025292,"Bishop, Rob",2016,"America First Credit Union Account, Box 9199 Ogden",15001,50000,,
B001250,N00025292,"Bishop, Rob",2016,Invesco Large Cap Growth Fund,1001,15000,,
D000600,N00025337,"Diaz-Balart, Mario",2016,Florida Prepaid College Program,11011,165000,,
D000600,N00025337,"Diaz-Balart, Mario",2016,CREF Growth R1 Fund,15001,50000,,
D000600,N00025337,"Diaz-Balart, Mario",2016,Capital One Savings Account,15001,50000,,
D000600,N00025337,"Diaz-Balart, Mario",2016,Fidelity Cash Reserves Fidelity Magellan,15001,50000,,
D000600,N00025337,"Diaz-Balart, Mario",2016,HP Inc,1002,16000,Electronics Mfg & Equip,
K000392,N00025445,,2016,Mass Mutual,500001,1000000,,
K000392,N00025445,,2016,Mass Mutual 2,250001,500000,,
K000392,N00025445,,2016,NH FIDELITY 500 INDEX,150002,350000,,
K000392,N00025445,,2016,Exxon Mobil,52003,130000,Oil & Gas,
K000392,N00025445,,2016,Vanguard 500 Index Admiral Fund,50001,100000,,
R000576,N00025482,"Ruppersberger, Dutch",2016,Land,250001,500000,Real Estate,
R000576,N00025482,"Ruppersberger, Dutch",2016,Nationwide Fixed Account/IRA,250001,500000,,
R000576,N00025482,"Ruppersberger, Dutch",2016,"House #2, 50% interest",100001,250000,Real Estate,
R000576,N00025482,"Ruppersberger, Dutch",2016,Rupp & Assoc,100001,250000,Unknown,
R000576,N00025482,"Ruppersberger, Dutch",2016,"House #3, 50% interest",100001,250000,Real Estate,
B001269,N00025495,"Barletta, Lou",2016,322 Rocky Road,500001,1000000,Real Estate,
B001269,N00025495,"Barletta, Lou",2016,Ocean View Delaware-Vacation Home,250001,500000,Real Estate,
B001269,N00025495,"Barletta, Lou",2016,AXA 500 Managed Volatility,150002,350000,,
B001269,N00025495,"Barletta, Lou",2016,AXA 2000 Managed Volatility,45003,150000,,
B001269,N00025495,"Barletta, Lou",2016,AXA International Managed Volatility,31003,115000,,
C001053,N00025726,"Cole, Tom",2016,Vanguard Total Stock Market Index Fund,250001,500000,,
C001053,N00025726,"Cole, Tom",2016,Strategic Communications,250001,500000,Unknown,
C001053,N00025726,"Cole, Tom",2016,Vanguard High Yield Tax Exempt Fund,250001,500000,,
C001053,N00025726,"Cole, Tom",2016,Federal Thrift Savings Plan/C Fund,250001,500000,,
C001053,N00025726,"Cole, Tom",2016,Federal Thrift Savings Plan/G Fund,250001,500000,,
H001050,N00025881,"Hanabusa, Colleen",2016,Central Pacific Bank,680005,1450000,,
H001050,N00025881,"Hanabusa, Colleen",2016,Pueo Enterprises,250001,500000,Unknown,
H001050,N00025881,"Hanabusa, Colleen",2016,Pueo Enterprises,250001,500000,,
H001050,N00025881,"Hanabusa, Colleen",2016,First Hawaiian Bank IRA,100001,250000,,
H001050,N00025881,"Hanabusa, Colleen",2016,First Hawaiian Bank,16002,65000,,
M001153,N00026050,"Murkowski, Lisa",2016,Rental income from basement apartment,500001,1000000,,
M001153,N00026050,"Murkowski, Lisa",2016,National Capital Bank,100001,250000,,
M001153,N00026050,"Murkowski, Lisa",2016,Wells Fargo & Co,100001,250000,,
M001153,N00026050,"Murkowski, Lisa",2016,,83006,246000,,
M001153,N00026050,"Murkowski, Lisa",2016,Wells Fargo,50001,100000,Commercial Banks,
P000591,N00026160,"Price, Tom",2016,Diagnostic Ventures of Roswell,1000001,5000000,Health Services/HMOs,
P000591,N00026160,"Price, Tom",2016,Wells Fargo Ultra Short-Term Income Fund,500001,1000000,,
P000591,N00026160,"Price, Tom",2016,MFS Value Fund,217006,531000,,
P000591,N00026160,"Price, Tom",2016,SFT T Rowe Price Value Fund,201003,515000,,
P000591,N00026160,"Price, Tom",2016,SFT Advantus Bond C2 Fund,201003,515000,,
F000450,N00026166,"Foxx, Virginia",2016,Schwab One Checking Account,250001,500000,,
F000450,N00026166,"Foxx, Virginia",2016,Athene Deferred Comp Annuity,250001,500000,,
F000450,N00026166,"Foxx, Virginia",2016,DISCOVER BANK - CD,150003,300000,,
F000450,N00026166,"Foxx, Virginia",2016,Branch Banking & Trust,100001,250000,,
F000450,N00026166,"Foxx, Virginia",2016,NOTE RECEIVABLE - VAUGHN FAMILY,100001,250000,,
M001159,N00026314,"Rodgers, Cathy McMorris",2016,Rental Property,1000002,2000000,Real Estate,
M001159,N00026314,"Rodgers, Cathy McMorris",2016,Thornburg Income Builder Fund,45003,150000,,
M001159,N00026314,"Rodgers, Cathy McMorris",2016,Lord Abbett Value Opportunities Fund,32004,130000,,
M001159,N00026314,"Rodgers, Cathy McMorris",2016,American Funds Fundamental Invstments,30002,100000,,
M001159,N00026314,"Rodgers, Cathy McMorris",2016,First Eagle Global Fund,16002,65000,,
C001059,N00026341,"Costa, Jim",2016,James M Costa Farms,1000001,5000000,Crop Production & Basic Processing,
C001059,N00026341,"Costa, Jim",2016,Rental home,750002,1500000,Real Estate,
C001059,N00026341,"Costa, Jim",2016,United Security Bank,250001,500000,Unknown,
C001059,N00026341,"Costa, Jim",2016,American Funds Washington Mutual Investors Fund,50001,100000,,
C001059,N00026341,"Costa, Jim",2016,MFS Ser Tr 1 Value Fund,50001,100000,,
P000592,N00026457,"Poe, Ted",2016,"Driftwood, TX Real Property",500001,1000000,Real Estate,
P000592,N00026457,"Poe, Ted",2016,Harris County Federal Credit Union,100001,250000,,
P000592,N00026457,"Poe, Ted",2016,Ivy Asset Strategy Fund,31003,115000,,
P000592,N00026457,"Poe, Ted",2016,TransAmerica Asset Allocation,30002,100000,,
P000592,N00026457,"Poe, Ted",2016,Texas County & District Retirement,50001,100000,,
D000607,N00026586,"Donnelly, Joe",2016,"Home - Michigan City, IN",500001,1000000,Real Estate,
D000607,N00026586,"Donnelly, Joe",2016,TIAA-CREF Growth & Income Retirement Fund,100001,250000,,
D000607,N00026586,"Donnelly, Joe",2016,Vanguard Institutional Target Retirement 2020 Fund,100001,250000,,
D000607,N00026586,"Donnelly, Joe",2016,Notre Dame Federal Credit Union,4004,60000,,
D000607,N00026586,"Donnelly, Joe",2016,Stewart Superior Corp,15001,50000,Unknown,
M001156,N00026627,"McHenry, Patrick",2016,McHenry-McHenry Partnership,100001,250000,Unknown,
M001156,N00026627,"McHenry, Patrick",2016,Vanguard Target Retirement 2045 Fund,100001,250000,,
M001156,N00026627,"McHenry, Patrick",2016,Vanguard 529 College Savings Plan,50001,100000,,
M001156,N00026627,"McHenry, Patrick",2016,McHenry-Putman Partnership,30002,100000,Unknown,
M001156,N00026627,"McHenry, Patrick",2016,Congressional FCU Money Market,50001,100000,,
F000449,N00026631,"Fortenberry, Jeff",2016,Piedmont Shopping Center,5000001,25000000,,
F000449,N00026631,"Fortenberry, Jeff",2016,Gloria Deo Inc,100001,250000,Unknown,
F000449,N00026631,"Fortenberry, Jeff",2016,Pioneer Global High Yield Fund,15001,50000,,
F000449,N00026631,"Fortenberry, Jeff",2016,John Hancock Core High Yield Fund,15001,50000,,
F000449,N00026631,"Fortenberry, Jeff",2016,Pepex Biomedical,15001,50000,,
G000553,N00026686,"Green, Al",2016,Texas County & District Retirement System,1000001,5000000,,
G000553,N00026686,"Green, Al",2016,,600002,1250000,,
G000553,N00026686,"Green, Al",2016,American First National Bank,100001,250000,,
G000553,N00026686,"Green, Al",2016,Southwestern National Bank,100001,250000,,
G000553,N00026686,"Green, Al",2016,7447 Cambridge #105,100001,250000,,
M001158,N00026710,"Marchant, Kenny",2016,,5067013,22330000,,
M001158,N00026710,"Marchant, Kenny",2016,,7161025,7161025,,
M001158,N00026710,"Marchant, Kenny",2016,Joint Venture 60 Acres Ft Worth,500001,1000000,,
M001158,N00026710,"Marchant, Kenny",2016,Joint Venture less than 1%,500001,1000000,,
M001158,N00026710,"Marchant, Kenny",2016,Energy Transfer Partners,250670,250670,Oil & Gas,Energy Transfer Equity
C001061,N00026790,"Cleaver, Emanuel",2016,Allianz Life Insurance,150002,350000,,
C001061,N00026790,"Cleaver, Emanuel",2016,Domestic Bond,115002,300000,,
C001061,N00026790,"Cleaver, Emanuel",2016,Extended Term Fixed Income Fund,100001,250000,,
C001061,N00026790,"Cleaver, Emanuel",2016,General Board & Health Benefits of the US,60004,200000,,
C001061,N00026790,"Cleaver, Emanuel",2016,Domestic Stock Fund,65002,150000,,
K000393,N00026823,,2016,"102 acres, Church Street",1000001,5000000,,
K000393,N00026823,,2016,,578014,1495000,,
K000393,N00026823,,2016,SCHM - Schwab US Mid-Cap ETF,550003,1100000,,
K000393,N00026823,,2016,"89 Fort Panic Road, Santa Rosa Beach, Florida 3245",500001,1000000,,
K000393,N00026823,,2016,RiverNorth Institutional Partners,500001,1000000,,
R000578,N00026885,"Reichert, Dave",2016,WA Dept Of Retirement System,150002,350000,,
R000578,N00026885,"Reichert, Dave",2016,Franklin Equity Fund,50001,100000,,
R000578,N00026885,"Reichert, Dave",2016,American Balanced Fund,16003,66000,,
R000578,N00026885,"Reichert, Dave",2016,Franklin Income Fund,15001,50000,,
R000578,N00026885,"Reichert, Dave",2016,Hartford Healthcare Fund,15001,50000,,
M001166,N00026926,"McNerney, Jerry",2016,Family Home,500001,1000000,Real Estate,
M001166,N00026926,"McNerney, Jerry",2016,Bank of America checking & savings,1001,15000,,
M001166,N00026926,"McNerney, Jerry",2016,Duke Midstream,1001,15000,,
M001166,N00026926,"McNerney, Jerry",2016,Valero Marketing,1,1000,,
C001067,N00026961,"Clarke, Yvette D",2016,Oppenheimer Funds Capital,50001,100000,,
C001067,N00026961,"Clarke, Yvette D",2016,Oppenheimer Funds Discovery Fund,1001,15000,,
B001251,N00027035,"Butterfield, G K",2016,DC Home,250001,500000,,
B001251,N00027035,"Butterfield, G K",2016,Wilson Home,250001,500000,,
B001251,N00027035,"Butterfield, G K",2016,1001 Vance Street,100001,250000,Real Estate,
B001251,N00027035,"Butterfield, G K",2016,603 Nash Street,100001,250000,Real Estate,
B001251,N00027035,"Butterfield, G K",2016,Note Receivable - 211 Pender St,100001,250000,,
H001038,N00027060,"Higgins, Brian M",2016,M&T Bank,2002,30000,Commercial Banks,
H001038,N00027060,"Higgins, Brian M",2016,Congressional Federal Credit Union,1001,15000,,
H001038,N00027060,"Higgins, Brian M",2016,Key Bank,1001,15000,,
H001038,N00027060,"Higgins, Brian M",2016,Schwab S&P 500 Index,1001,15000,,
L000563,N00027239,"Lipinski, Daniel",2016,Wells Fargo,500001,1000000,Commercial Banks,
L000563,N00027239,"Lipinski, Daniel",2016,MB Financial,250001,500000,Commercial Banks,
L000563,N00027239,"Lipinski, Daniel",2016,Vanguard 500 Index Fund,250001,500000,,
L000563,N00027239,"Lipinski, Daniel",2016,401K S&P Midcap Index Fund,250001,500000,,
L000563,N00027239,"Lipinski, Daniel",2016,401K Target Retirement 2035 Fund,100001,250000,,
C001071,N00027441,"Corker, Bob",2016,Raymond James Wealth Preservation Advisors,10615005,51301000,,
C001071,N00027441,"Corker, Bob",2016,Volunteer Buidling,5000001,25000000,,
C001071,N00027441,"Corker, Bob",2016,McGowin Park Shopping Center,1000001,5000000,,
C001071,N00027441,"Corker, Bob",2016,City of Mobile Ltd Obligation Project Revenue,1000001,5000000,,
C001071,N00027441,"Corker, Bob",2016,Covenant Apartment Fund VIII,1000001,5000000,,
M001163,N00027459,"Matsui, Doris",2016,Deutsche Bank Ins Deposit Program,250001,500000,,
M001163,N00027459,"Matsui, Doris",2016,Nuveen Ltd Term Muni Bond Fund,100001,250000,,
M001163,N00027459,"Matsui, Doris",2016,Vanguard Large-Cap Index,100001,250000,,
M001163,N00027459,"Matsui, Doris",2016,Vanguard European Stock Index,50001,100000,,
M001163,N00027459,"Matsui, Doris",2016,Vanguard Intermediate Term Tax Exempt Fund,50001,100000,,
K000367,N00027500,"Klobuchar, Amy",2016,Vanguard Small Cap Index Fund,200002,500000,,
K000367,N00027500,"Klobuchar, Amy",2016,Fidelity Adv Ltd Term Bond,100001,250000,,
K000367,N00027500,"Klobuchar, Amy",2016,Fidelity Balanced Fund,50001,100000,,
K000367,N00027500,"Klobuchar, Amy",2016,TCLFX - TIAA-CREF Lifecycle 2025 Retirement,50001,100000,,
K000367,N00027500,"Klobuchar, Amy",2016,Fidelity Equity Income Fund,50001,100000,,
C001070,N00027503,"Casey, Bob",2016,Pennsylvania Employees Retirement System,100001,250000,,
C001070,N00027503,"Casey, Bob",2016,MA Moderate Growth Portfolio,50001,100000,,
C001070,N00027503,"Casey, Bob",2016,Janus Flexible Bond Fund,15001,50000,,
C001070,N00027503,"Casey, Bob",2016,MA Aggressive Growth Portfolio,15001,50000,,
C001070,N00027503,"Casey, Bob",2016,Ameriprise Insured Money Market,15001,50000,,
T000470,N00027509,"Tipton, Scott",2016,Hidden Valley CRM,1000001,5000000,,
T000470,N00027509,"Tipton, Scott",2016,27601 Highway 160,500001,1000000,Real Estate,
T000470,N00027509,"Tipton, Scott",2016,110 Whistlepig Way Site 87,250001,500000,Real Estate,
T000470,N00027509,"Tipton, Scott",2016,701 3rd Street,100001,250000,Real Estate,
T000470,N00027509,"Tipton, Scott",2016,702 Arbor Street,100001,250000,Real Estate,
P000593,N00027510,"Perlmutter, Ed",2016,US Bancorp Del DEPOSITARY SH S G (USB$N),50001,100000,,
P000593,N00027510,"Perlmutter, Ed",2016,,6006,90000,,
P000593,N00027510,"Perlmutter, Ed",2016,Wells Fargo/Checking,15001,50000,,
P000593,N00027510,"Perlmutter, Ed",2016,Stanley Black & Decker,15001,50000,Misc Manufacturing & Distributing,
P000593,N00027510,"Perlmutter, Ed",2016,ZLDR LLC,15001,50000,,
C001066,N00027514,"Castor, Kathy",2016,Morley Stable Value V Fund,1000001,5000000,,
C001066,N00027514,"Castor, Kathy",2016,Franklin Income Fund,500001,1000000,,
C001066,N00027514,"Castor, Kathy",2016,Franklin US Gov Securities Fund,500001,1000000,,
C001066,N00027514,"Castor, Kathy",2016,US Treasury Money Fund,250001,500000,,
C001066,N00027514,"Castor, Kathy",2016,Vanguard 500 Index,250001,500000,,
H001041,N00027522,"Heller, Dean",2016,Heller Hay Farm,1000001,5000000,,
H001041,N00027522,"Heller, Dean",2016,,500002,1000000,,
