bill_id,type,number,term,origin,date_introduced,sponsor_id,policy_area
HR5270-114,HR,5270,114,House,2016-05-17,R000604,Animals
HR5271-114,HR,5271,114,House,2016-05-17,T000463,Law
HR5272-114,HR,5272,114,House,2016-05-18,K000379,"Civil Rights and Liberties, Minority Issues"
HR5273-114,HR,5273,114,House,2016-05-18,T000462,Health
HR5274-114,HR,5274,114,House,2016-05-18,G000559,Education
HR5275-114,HR,5275,114,House,2016-05-18,M001189,"Civil Rights and Liberties, Minority Issues"
HR5276-114,HR,5276,114,House,2016-05-18,B001282,Economics and Public Finance
HR5277-114,HR,5277,114,House,2016-05-18,P000597,Public Lands and Natural Resources
HR5278-114,HR,5278,114,House,2016-05-18,D000614,Economics and Public Finance
HR5279-114,HR,5279,114,House,2016-05-18,D000216,International Affairs
HR528-114,HR,528,114,House,2015-01-26,B001271,Public Lands and Natural Resources
HR5280-114,HR,5280,114,House,2016-05-18,G000575,Armed Forces and National Security
HR5281-114,HR,5281,114,House,2016-05-18,L000569,Environmental Protection
HR5282-114,HR,5282,114,House,2016-05-19,W000187,Finance and Financial Sector
HR5283-114,HR,5283,114,House,2016-05-19,S000244,Crime and Law Enforcement
HR5284-114,HR,5284,114,House,2016-05-19,S000250,Health
HR5285-114,HR,5285,114,House,2016-05-19,M001179,International Affairs
HR5286-114,HR,5286,114,House,2016-05-19,M001144,Armed Forces and National Security
HR5287-114,HR,5287,114,House,2016-05-19,F000454,Health
HR5288-114,HR,5288,114,House,2016-05-19,C001090,Energy
HR5289-114,HR,5289,114,House,2016-05-19,S001187,Taxation
HR529-114,HR,529,114,House,2015-01-26,J000290,Taxation
HR5290-114,HR,5290,114,House,2016-05-19,M000404,Taxation
HR5291-114,HR,5291,114,House,2016-05-19,T000460,Transportation and Public Works
HR5292-114,HR,5292,114,House,2016-05-19,C001107,Transportation and Public Works
HR5293-114,HR,5293,114,House,2016-05-19,F000372,Armed Forces and National Security
HR5294-114,HR,5294,114,House,2016-05-19,B001291,"Civil Rights and Liberties, Minority Issues"
HR5295-114,HR,5295,114,House,2016-05-19,H001055,Social Welfare
HR5296-114,HR,5296,114,House,2016-05-19,H001065,Taxation
HR5297-114,HR,5297,114,House,2016-05-19,M001187,Taxation
HR5298-114,HR,5298,114,House,2016-05-19,P000597,Health
HR5299-114,HR,5299,114,House,2016-05-19,R000578,Armed Forces and National Security
HR53-114,HR,53,114,House,2015-01-06,J000032,Emergency Management
HR530-114,HR,530,114,House,2015-01-26,B001248,International Affairs
HR5300-114,HR,5300,114,House,2016-05-19,S000018,Public Lands and Natural Resources
HR5301-114,HR,5301,114,House,2016-05-19,W000816,Housing and Community Development
HR5302-114,HR,5302,114,House,2016-05-19,Y000033,Energy
HR5303-114,HR,5303,114,House,2016-05-23,S001154,Water Resources Development
HR5304-114,HR,5304,114,House,2016-05-23,V000131,Armed Forces and National Security
HR5305-114,HR,5305,114,House,2016-05-23,S001195,Public Lands and Natural Resources
HR5306-114,HR,5306,114,House,2016-05-23,M001189,Government Operations and Politics
HR5307-114,HR,5307,114,House,2016-05-23,A000374,"Civil Rights and Liberties, Minority Issues"
HR5308-114,HR,5308,114,House,2016-05-23,D000625,Finance and Financial Sector
HR5309-114,HR,5309,114,House,2016-05-23,K000388,Government Operations and Politics
HR531-114,HR,531,114,House,2015-01-26,D000216,Health
HR5310-114,HR,5310,114,House,2016-05-23,S000030,Education
HR5311-114,HR,5311,114,House,2016-05-24,D000614,Finance and Financial Sector
HR5312-114,HR,5312,114,House,2016-05-24,L000585,"Science, Technology, Communications"
HR5313-114,HR,5313,114,House,2016-05-24,C000714,Environmental Protection
HR5314-114,HR,5314,114,House,2016-05-24,D000623,Crime and Law Enforcement
HR5315-114,HR,5315,114,House,2016-05-24,G000558,Commerce
HR5316-114,HR,5316,114,House,2016-05-24,H001068,Public Lands and Natural Resources
HR5317-114,HR,5317,114,House,2016-05-24,K000376,Armed Forces and National Security
HR5318-114,HR,5318,114,House,2016-05-24,P000602,Commerce
HR5319-114,HR,5319,114,House,2016-05-24,W000819,Economics and Public Finance
HR532-114,HR,532,114,House,2015-01-26,M000087,Government Operations and Politics
HR5320-114,HR,5320,114,House,2016-05-25,J000174,Social Welfare
HR5321-114,HR,5321,114,House,2016-05-25,P000592,Crime and Law Enforcement
HR5322-114,HR,5322,114,House,2016-05-25,V000081,Finance and Financial Sector
HR5323-114,HR,5323,114,House,2016-05-25,M001179,Crime and Law Enforcement
HR5324-114,HR,5324,114,House,2016-05-25,B001290,Taxation
HR5325-114,HR,5325,114,House,2016-05-25,G000560,Economics and Public Finance
HR5326-114,HR,5326,114,House,2016-05-25,K000382,Energy
HR5327-114,HR,5327,114,House,2016-05-25,K000382,Health
HR5328-114,HR,5328,114,House,2016-05-25,B001255,Government Operations and Politics
HR5329-114,HR,5329,114,House,2016-05-25,K000376,"Science, Technology, Communications"
HR533-114,HR,533,114,House,2015-01-26,M001190,Native Americans
HR5330-114,HR,5330,114,House,2016-05-25,L000570,Health
HR5331-114,HR,5331,114,House,2016-05-25,L000570,Health
HR5332-114,HR,5332,114,House,2016-05-25,N000184,International Affairs
HR5333-114,HR,5333,114,House,2016-05-25,P000602,International Affairs
HR5334-114,HR,5334,114,House,2016-05-25,S001196,Government Operations and Politics
HR5335-114,HR,5335,114,House,2016-05-25,Y000066,Taxation
HR5336-114,HR,5336,114,House,2016-05-26,E000291,Congress
HR5337-114,HR,5337,114,House,2016-05-26,O000170,Armed Forces and National Security
HR5338-114,HR,5338,114,House,2016-05-26,K000386,Transportation and Public Works
HR5339-114,HR,5339,114,House,2016-05-26,P000523,Crime and Law Enforcement
HR534-114,HR,534,114,House,2015-01-26,R000585,Social Welfare
HR5340-114,HR,5340,114,House,2016-05-26,D000191,Transportation and Public Works
HR5341-114,HR,5341,114,House,2016-05-26,M000689,Government Operations and Politics
HR5342-114,HR,5342,114,House,2016-05-26,N000127,Social Welfare
HR5343-114,HR,5343,114,House,2016-05-26,D000624,Armed Forces and National Security
HR5344-114,HR,5344,114,House,2016-05-26,C001090,Health
HR5345-114,HR,5345,114,House,2016-05-26,Y000066,Crime and Law Enforcement
HR5346-114,HR,5346,114,House,2016-05-26,Y000066,Emergency Management
HR5347-114,HR,5347,114,House,2016-05-26,D000619,Social Welfare
HR5348-114,HR,5348,114,House,2016-05-26,S001145,Energy
HR5349-114,HR,5349,114,House,2016-05-26,K000387,Energy
HR535-114,HR,535,114,House,2015-01-26,V000130,Armed Forces and National Security
HR5350-114,HR,5350,114,House,2016-05-26,H001034,Taxation
HR5351-114,HR,5351,114,House,2016-05-26,W000813,Armed Forces and National Security
HR5352-114,HR,5352,114,House,2016-05-26,G000556,Government Operations and Politics
HR5353-114,HR,5353,114,House,2016-05-26,R000585,Public Lands and Natural Resources
HR5354-114,HR,5354,114,House,2016-05-26,D000096,Social Welfare
HR5355-114,HR,5355,114,House,2016-05-26,A000373,Armed Forces and National Security
HR5356-114,HR,5356,114,House,2016-05-26,B000755,Government Operations and Politics
HR5357-114,HR,5357,114,House,2016-05-26,C001072,Education
HR5358-114,HR,5358,114,House,2016-05-26,C000537,Public Lands and Natural Resources
HR5359-114,HR,5359,114,House,2016-05-26,H001068,Transportation and Public Works
HR536-114,HR,536,114,House,2015-01-26,W000809,Health
HR5360-114,HR,5360,114,House,2016-05-26,J000289,Social Welfare
HR5361-114,HR,5361,114,House,2016-05-26,K000376,Taxation
HR5362-114,HR,5362,114,House,2016-05-26,K000379,Health
HR5363-114,HR,5363,114,House,2016-05-26,L000567,Armed Forces and National Security
HR5364-114,HR,5364,114,House,2016-05-26,L000559,Social Welfare
HR5365-114,HR,5365,114,House,2016-05-26,M001190,Sports and Recreation
HR5366-114,HR,5366,114,House,2016-05-26,M001191,Taxation
HR5367-114,HR,5367,114,House,2016-05-26,N000188,Social Welfare
HR5368-114,HR,5368,114,House,2016-05-26,N000147,Transportation and Public Works
HR5369-114,HR,5369,114,House,2016-05-26,R000577,Health
HR537-114,HR,537,114,House,2015-01-26,W000809,Health
HR5370-114,HR,5370,114,House,2016-05-26,S000344,International Affairs
HR5371-114,HR,5371,114,House,2016-05-26,T000465,Public Lands and Natural Resources
HR5372-114,HR,5372,114,House,2016-05-27,D000617,Government Operations and Politics
HR5373-114,HR,5373,114,House,2016-05-27,G000551,Government Operations and Politics
HR5374-114,HR,5374,114,House,2016-05-27,H001059,Taxation
HR5375-114,HR,5375,114,House,2016-05-27,M001190,Health
HR5376-114,HR,5376,114,House,2016-05-27,R000515,Education
HR5377-114,HR,5377,114,House,2016-05-27,S000018,Government Operations and Politics
HR5378-114,HR,5378,114,House,2016-05-27,S000018,"Science, Technology, Communications"
HR5379-114,HR,5379,114,House,2016-06-03,G000551,Native Americans
HR538-114,HR,538,114,House,2015-01-26,Y000033,Native Americans
HR5380-114,HR,5380,114,House,2016-06-03,I000057,Labor and Employment
HR5381-114,HR,5381,114,House,2016-06-03,I000057,Taxation
HR5382-114,HR,5382,114,House,2016-06-03,I000057,Taxation
HR5383-114,HR,5383,114,House,2016-06-03,I000057,Taxation
HR5384-114,HR,5384,114,House,2016-06-03,R000604,Congress
HR5385-114,HR,5385,114,House,2016-06-07,W000822,Emergency Management
HR5386-114,HR,5386,114,House,2016-06-07,E000215,Government Operations and Politics
HR5387-114,HR,5387,114,House,2016-06-07,E000179,International Affairs
HR5388-114,HR,5388,114,House,2016-06-07,R000601,"Science, Technology, Communications"
HR5389-114,HR,5389,114,House,2016-06-07,R000601,Emergency Management
HR539-114,HR,539,114,House,2015-01-27,K000385,Health
HR5390-114,HR,5390,114,House,2016-06-07,M001157,Emergency Management
HR5391-114,HR,5391,114,House,2016-06-07,R000588,Emergency Management
HR5392-114,HR,5392,114,House,2016-06-07,Y000066,Armed Forces and National Security
HR5393-114,HR,5393,114,House,2016-06-07,C001048,Economics and Public Finance
HR5394-114,HR,5394,114,House,2016-06-07,D000600,Economics and Public Finance
HR5395-114,HR,5395,114,House,2016-06-07,B001248,Health
HR5396-114,HR,5396,114,House,2016-06-07,M000404,Health
HR5397-114,HR,5397,114,House,2016-06-07,R000578,Public Lands and Natural Resources
HR5398-114,HR,5398,114,House,2016-06-07,R000597,Immigration
HR5399-114,HR,5399,114,House,2016-06-07,R000582,Armed Forces and National Security
HR54-114,HR,54,114,House,2015-01-06,J000032,Emergency Management
HR540-114,HR,540,114,House,2015-01-27,W000798,Crime and Law Enforcement
HR5400-114,HR,5400,114,House,2016-06-07,P000591,Taxation
HR5401-114,HR,5401,114,House,2016-06-07,V000081,Housing and Community Development
HR5402-114,HR,5402,114,House,2016-06-07,Y000033,Public Lands and Natural Resources
HR5403-114,HR,5403,114,House,2016-06-08,F000451,Health
HR5404-114,HR,5404,114,House,2016-06-08,F000451,Health
HR5405-114,HR,5405,114,House,2016-06-08,C001068,Health
HR5406-114,HR,5406,114,House,2016-06-08,N000184,Native Americans
HR5407-114,HR,5407,114,House,2016-06-08,B000911,Armed Forces and National Security
HR5408-114,HR,5408,114,House,2016-06-08,D000216,Labor and Employment
HR5409-114,HR,5409,114,House,2016-06-08,H001072,Social Welfare
HR541-114,HR,541,114,House,2015-01-27,C001072,Education
HR5410-114,HR,5410,114,House,2016-06-08,F000461,Health
HR5411-114,HR,5411,114,House,2016-06-08,K000379,Health
HR5412-114,HR,5412,114,House,2016-06-08,K000381,Immigration
HR5413-114,HR,5413,114,House,2016-06-08,S000018,Finance and Financial Sector
HR5414-114,HR,5414,114,House,2016-06-08,U000031,Health
HR5415-114,HR,5415,114,House,2016-06-09,S001196,Taxation
HR5416-114,HR,5416,114,House,2016-06-09,L000564,Armed Forces and National Security
HR5417-114,HR,5417,114,House,2016-06-09,R000578,Transportation and Public Works
HR5418-114,HR,5418,114,House,2016-06-09,D000614,"Science, Technology, Communications"
HR5419-114,HR,5419,114,House,2016-06-09,G000570,Finance and Financial Sector
HR542-114,HR,542,114,House,2015-01-27,H001045,Health
HR5420-114,HR,5420,114,House,2016-06-09,M001144,International Affairs
HR5421-114,HR,5421,114,House,2016-06-09,R000487,Finance and Financial Sector
HR5422-114,HR,5422,114,House,2016-06-09,P000592,Crime and Law Enforcement
HR5423-114,HR,5423,114,House,2016-06-09,C001090,Agriculture and Food
HR5424-114,HR,5424,114,House,2016-06-09,H001060,Finance and Financial Sector
HR5425-114,HR,5425,114,House,2016-06-09,C001037,Emergency Management
HR5426-114,HR,5426,114,House,2016-06-09,C001084,Armed Forces and National Security
HR5427-114,HR,5427,114,House,2016-06-09,D000613,Education
HR5428-114,HR,5428,114,House,2016-06-09,F000445,Armed Forces and National Security
HR5429-114,HR,5429,114,House,2016-06-09,G000548,Finance and Financial Sector
HR543-114,HR,543,114,House,2015-01-27,B001243,Health
HR5430-114,HR,5430,114,House,2016-06-09,G000552,Environmental Protection
HR5431-114,HR,5431,114,House,2016-06-09,I000057,Armed Forces and National Security
HR5432-114,HR,5432,114,House,2016-06-09,J000295,Health
HR5433-114,HR,5433,114,House,2016-06-09,K000368,Native Americans
HR5434-114,HR,5434,114,House,2016-06-09,L000584,Finance and Financial Sector
HR5435-114,HR,5435,114,House,2016-06-09,L000569,Armed Forces and National Security
HR5436-114,HR,5436,114,House,2016-06-09,M000404,Foreign Trade and International Finance
HR5437-114,HR,5437,114,House,2016-06-09,N000184,Health
HR5438-114,HR,5438,114,House,2016-06-09,P000593,Commerce
HR5439-114,HR,5439,114,House,2016-06-09,P000523,Government Operations and Politics
HR544-114,HR,544,114,House,2015-01-27,J000294,Taxation
HR5440-114,HR,5440,114,House,2016-06-09,R000597,Taxation
HR5441-114,HR,5441,114,House,2016-06-09,S000018,"Arts, Culture, Religion"
HR5442-114,HR,5442,114,House,2016-06-09,S001145,Commerce
HR5443-114,HR,5443,114,House,2016-06-09,S001175,Transportation and Public Works
HR5444-114,HR,5444,114,House,2016-06-09,V000131,Immigration
HR5445-114,HR,5445,114,House,2016-06-10,P000594,Taxation
HR5446-114,HR,5446,114,House,2016-06-10,V000131,Immigration
HR5447-114,HR,5447,114,House,2016-06-10,B001255,Taxation
HR5448-114,HR,5448,114,House,2016-06-10,B000911,Armed Forces and National Security
HR5449-114,HR,5449,114,House,2016-06-10,D000610,Crime and Law Enforcement
HR545-114,HR,545,114,House,2015-01-27,D000604,Immigration
HR5450-114,HR,5450,114,House,2016-06-10,H001068,Labor and Employment
HR5451-114,HR,5451,114,House,2016-06-10,K000382,Agriculture and Food
HR5452-114,HR,5452,114,House,2016-06-10,M001194,Taxation
HR5453-114,HR,5453,114,House,2016-06-10,P000599,Finance and Financial Sector
HR5454-114,HR,5454,114,House,2016-06-10,S000510,Immigration
HR5455-114,HR,5455,114,House,2016-06-10,W000796,Finance and Financial Sector
HR5456-114,HR,5456,114,House,2016-06-13,B001260,Families
HR5457-114,HR,5457,114,House,2016-06-13,H001071,Public Lands and Natural Resources
HR5458-114,HR,5458,114,House,2016-06-13,S001192,Armed Forces and National Security
HR5459-114,HR,5459,114,House,2016-06-13,D000625,"Science, Technology, Communications"
HR546-114,HR,546,114,House,2015-01-27,B000213,Health
HR5460-114,HR,5460,114,House,2016-06-13,P000604,Emergency Management
HR5461-114,HR,5461,114,House,2016-06-13,P000611,Finance and Financial Sector
HR5462-114,HR,5462,114,House,2016-06-13,L000565,Health
HR5463-114,HR,5463,114,House,2016-06-13,M001191,Health
HR5464-114,HR,5464,114,House,2016-06-13,P000611,Energy
HR5465-114,HR,5465,114,House,2016-06-14,N000182,Finance and Financial Sector
HR5466-114,HR,5466,114,House,2016-06-14,K000387,"Science, Technology, Communications"
HR5467-114,HR,5467,114,House,2016-06-14,S001150,Public Lands and Natural Resources
HR5468-114,HR,5468,114,House,2016-06-14,B001250,Water Resources Development
HR5469-114,HR,5469,114,House,2016-06-14,P000588,International Affairs
HR547-114,HR,547,114,House,2015-01-27,C001076,Taxation
HR5470-114,HR,5470,114,House,2016-06-14,J000032,Crime and Law Enforcement
HR5471-114,HR,5471,114,House,2016-06-14,M001157,Emergency Management
HR5472-114,HR,5472,114,House,2016-06-14,C001077,Armed Forces and National Security
HR5473-114,HR,5473,114,House,2016-06-14,D000096,Families
HR5474-114,HR,5474,114,House,2016-06-14,J000288,International Affairs
HR5475-114,HR,5475,114,House,2016-06-14,K000385,Health
HR5476-114,HR,5476,114,House,2016-06-14,L000557,Government Operations and Politics
HR5477-114,HR,5477,114,House,2016-06-14,L000287,Families
HR5478-114,HR,5478,114,House,2016-06-14,L000570,Native Americans
HR5479-114,HR,5479,114,House,2016-06-14,M001143,Health
HR548-114,HR,548,114,House,2015-01-27,W000798,"Civil Rights and Liberties, Minority Issues"
HR5480-114,HR,5480,114,House,2016-06-14,R000577,Taxation
HR5481-114,HR,5481,114,House,2016-06-14,S000018,Education
HR5482-114,HR,5482,114,House,2016-06-14,T000463,Health
HR5483-114,HR,5483,114,House,2016-06-15,N000189,Energy
HR5484-114,HR,5484,114,House,2016-06-15,Y000065,International Affairs
HR5485-114,HR,5485,114,House,2016-06-15,C001045,Economics and Public Finance
HR5486-114,HR,5486,114,House,2016-06-15,B001289,Native Americans
HR5487-114,HR,5487,114,House,2016-06-15,B001270,Education
HR5488-114,HR,5488,114,House,2016-06-15,G000551,Government Operations and Politics
HR5489-114,HR,5489,114,House,2016-06-15,K000188,Taxation
HR549-114,HR,549,114,House,2015-01-27,W000798,Labor and Employment
HR5490-114,HR,5490,114,House,2016-06-15,L000584,Finance and Financial Sector
HR5491-114,HR,5491,114,House,2016-06-15,M001182,Finance and Financial Sector
HR5492-114,HR,5492,114,House,2016-06-15,M001191,Health
HR5493-114,HR,5493,114,House,2016-06-15,S001196,Congress
HR5494-114,HR,5494,114,House,2016-06-16,P000523,Government Operations and Politics
HR5495-114,HR,5495,114,House,2016-06-16,K000375,Crime and Law Enforcement
HR5496-114,HR,5496,114,House,2016-06-16,S001145,Labor and Employment
HR5497-114,HR,5497,114,House,2016-06-16,L000563,Health
HR5498-114,HR,5498,114,House,2016-06-16,M001166,Taxation
HR5499-114,HR,5499,114,House,2016-06-16,P000609,Economics and Public Finance
HR55-114,HR,55,114,House,2015-01-06,J000032,Armed Forces and National Security
HR550-114,HR,550,114,House,2015-01-27,W000798,Labor and Employment
HR5500-114,HR,5500,114,House,2016-06-16,C001090,Public Lands and Natural Resources
HR5501-114,HR,5501,114,House,2016-06-16,O000170,Armed Forces and National Security
HR5502-114,HR,5502,114,House,2016-06-16,V000131,Education
HR5503-114,HR,5503,114,House,2016-06-16,V000131,Education
HR5504-114,HR,5504,114,House,2016-06-16,T000460,Crime and Law Enforcement
HR5505-114,HR,5505,114,House,2016-06-16,H001072,Finance and Financial Sector
HR5506-114,HR,5506,114,House,2016-06-16,Y000064,Health
HR5507-114,HR,5507,114,House,2016-06-16,M001160,Taxation
HR5508-114,HR,5508,114,House,2016-06-16,A000371,Labor and Employment
HR5509-114,HR,5509,114,House,2016-06-16,B001284,Armed Forces and National Security
HR551-114,HR,551,114,House,2015-01-27,V000128,Education
HR5510-114,HR,5510,114,House,2016-06-16,B001248,Commerce
HR5511-114,HR,5511,114,House,2016-06-16,D000620,Finance and Financial Sector
HR5512-114,HR,5512,114,House,2016-06-16,D000216,Crime and Law Enforcement
HR5513-114,HR,5513,114,House,2016-06-16,G000577,Government Operations and Politics
HR5514-114,HR,5514,114,House,2016-06-16,H001034,Health
HR5515-114,HR,5515,114,House,2016-06-16,K000381,Taxation
HR5516-114,HR,5516,114,House,2016-06-16,L000565,Emergency Management
HR5517-114,HR,5517,114,House,2016-06-16,L000571,Education
HR5518-114,HR,5518,114,House,2016-06-16,M000087,Labor and Employment
HR5519-114,HR,5519,114,House,2016-06-16,M000087,Labor and Employment
HR552-114,HR,552,114,House,2015-01-27,N000147,Government Operations and Politics
HR5520-114,HR,5520,114,House,2016-06-16,M001197,Public Lands and Natural Resources
HR5521-114,HR,5521,114,House,2016-06-16,M001189,Finance and Financial Sector
HR5522-114,HR,5522,114,House,2016-06-16,P000588,Finance and Financial Sector
HR5523-114,HR,5523,114,House,2016-06-16,R000580,Taxation
HR5524-114,HR,5524,114,House,2016-06-16,S000018,Law
HR5525-114,HR,5525,114,House,2016-06-16,S001189,"Science, Technology, Communications"
HR5526-114,HR,5526,114,House,2016-06-16,W000815,Armed Forces and National Security
HR5527-114,HR,5527,114,House,2016-06-16,W000816,Finance and Financial Sector
HR5528-114,HR,5528,114,House,2016-06-20,H001055,Education
HR5529-114,HR,5529,114,House,2016-06-20,H001055,Education
HR553-114,HR,553,114,House,2015-01-27,M001189,Taxation
HR5530-114,HR,5530,114,House,2016-06-20,A000370,Education
HR5531-114,HR,5531,114,House,2016-06-20,H001048,Transportation and Public Works
HR5532-114,HR,5532,114,House,2016-06-20,C001084,Crime and Law Enforcement
HR5533-114,HR,5533,114,House,2016-06-20,C001107,Immigration
HR5534-114,HR,5534,114,House,2016-06-20,D000622,Transportation and Public Works
HR5535-114,HR,5535,114,House,2016-06-20,W000808,Labor and Employment
HR5536-114,HR,5536,114,House,2016-06-20,G000564,
HR5537-114,HR,5537,114,House,2016-06-21,R000487,International Affairs
HR5538-114,HR,5538,114,House,2016-06-21,C000059,Economics and Public Finance
HR5539-114,HR,5539,114,House,2016-06-21,T000462,Taxation
HR554-114,HR,554,114,House,2015-01-27,M001189,Education
HR5540-114,HR,5540,114,House,2016-06-21,S000510,Armed Forces and National Security
HR5541-114,HR,5541,114,House,2016-06-21,R000577,Finance and Financial Sector
HR5542-114,HR,5542,114,House,2016-06-21,D000197,Health
HR5543-114,HR,5543,114,House,2016-06-21,L000581,Health
HR5544-114,HR,5544,114,House,2016-06-21,J000296,Crime and Law Enforcement
HR5545-114,HR,5545,114,House,2016-06-21,B001255,Taxation
HR5546-114,HR,5546,114,House,2016-06-21,B001227,Crime and Law Enforcement
HR5547-114,HR,5547,114,House,2016-06-21,B001248,Health
HR5548-114,HR,5548,114,House,2016-06-21,C001077,Armed Forces and National Security
HR5549-114,HR,5549,114,House,2016-06-21,H001052,Health
HR555-114,HR,555,114,House,2015-01-27,B001273,Health
HR5550-114,HR,5550,114,House,2016-06-21,R000580,Taxation
HR5551-114,HR,5551,114,House,2016-06-21,S001195,Environmental Protection
HR5552-114,HR,5552,114,House,2016-06-21,T000470,Finance and Financial Sector
HR5553-114,HR,5553,114,House,2016-06-21,W000812,Finance and Financial Sector
HR5554-114,HR,5554,114,House,2016-06-21,W000812,Government Operations and Politics
HR5555-114,HR,5555,114,House,2016-06-22,B000574,Health
HR5556-114,HR,5556,114,House,2016-06-22,G000551,Public Lands and Natural Resources
HR5557-114,HR,5557,114,House,2016-06-22,V000131,Government Operations and Politics
HR5558-114,HR,5558,114,House,2016-06-22,Y000033,Armed Forces and National Security
HR5559-114,HR,5559,114,House,2016-06-22,S001195,Health
HR556-114,HR,556,114,House,2015-01-27,B001257,Health
HR5560-114,HR,5560,114,House,2016-06-22,A000370,Animals
HR5561-114,HR,5561,114,House,2016-06-22,B000490,Congress
HR5562-114,HR,5562,114,House,2016-06-22,G000568,Health
HR5563-114,HR,5563,114,House,2016-06-22,J000296,Transportation and Public Works
HR5564-114,HR,5564,114,House,2016-06-22,K000380,Public Lands and Natural Resources
HR5565-114,HR,5565,114,House,2016-06-22,K000380,Public Lands and Natural Resources
HR5566-114,HR,5566,114,House,2016-06-22,K000188,Armed Forces and National Security
HR5567-114,HR,5567,114,House,2016-06-22,S000018,Education
HR5568-114,HR,5568,114,House,2016-06-22,S001183,International Affairs
HR5569-114,HR,5569,114,House,2016-06-22,S001188,Finance and Financial Sector
HR557-114,HR,557,114,House,2015-01-27,B001260,Taxation
HR5570-114,HR,5570,114,House,2016-06-22,T000470,Public Lands and Natural Resources
HR5571-114,HR,5571,114,House,2016-06-22,W000797,Crime and Law Enforcement
HR5572-114,HR,5572,114,House,2016-06-23,S001145,"Science, Technology, Communications"
HR5573-114,HR,5573,114,House,2016-06-23,S001145,Health
HR5574-114,HR,5574,114,House,2016-06-24,S000185,Labor and Employment
HR5575-114,HR,5575,114,House,2016-06-24,C001077,Taxation
HR5576-114,HR,5576,114,House,2016-06-24,C001107,Crime and Law Enforcement
HR5577-114,HR,5577,114,House,2016-06-24,G000577,Energy
HR5578-114,HR,5578,114,House,2016-06-24,W000820,Crime and Law Enforcement
HR5579-114,HR,5579,114,House,2016-06-24,C001094,Foreign Trade and International Finance
HR558-114,HR,558,114,House,2015-01-27,C000266,Government Operations and Politics
HR5580-114,HR,5580,114,House,2016-06-24,G000558,Labor and Employment
HR5581-114,HR,5581,114,House,2016-06-24,G000552,Taxation
HR5582-114,HR,5582,114,House,2016-06-24,H001057,Education
HR5583-114,HR,5583,114,House,2016-06-24,L000563,"Science, Technology, Communications"
HR5584-114,HR,5584,114,House,2016-06-24,S001177,Animals
HR5585-114,HR,5585,114,House,2016-06-24,S001175,Labor and Employment
HR5586-114,HR,5586,114,House,2016-06-24,W000822,"Civil Rights and Liberties, Minority Issues"
HR5587-114,HR,5587,114,House,2016-06-28,T000467,Labor and Employment
HR5588-114,HR,5588,114,House,2016-06-28,A000374,Armed Forces and National Security
HR5589-114,HR,5589,114,House,2016-06-28,B001243,Health
HR559-114,HR,559,114,House,2015-01-27,F000372,Emergency Management
HR5590-114,HR,5590,114,House,2016-06-28,C000266,Law
HR5591-114,HR,5591,114,House,2016-06-28,C001063,Government Operations and Politics
HR5592-114,HR,5592,114,House,2016-06-28,C000984,Finance and Financial Sector
HR5593-114,HR,5593,114,House,2016-06-28,D000620,Armed Forces and National Security
HR5594-114,HR,5594,114,House,2016-06-28,F000451,Finance and Financial Sector
HR5595-114,HR,5595,114,House,2016-06-28,H001068,Water Resources Development
HR5596-114,HR,5596,114,House,2016-06-28,H001059,Finance and Financial Sector
HR5597-114,HR,5597,114,House,2016-06-28,I000057,International Affairs
HR5598-114,HR,5598,114,House,2016-06-28,K000375,Finance and Financial Sector
HR5599-114,HR,5599,114,House,2016-06-28,K000375,Social Sciences and History
HR56-114,HR,56,114,House,2015-01-06,J000032,International Affairs
HR560-114,HR,560,114,House,2015-01-27,G000564,Armed Forces and National Security
HR5600-114,HR,5600,114,House,2016-06-28,K000387,Armed Forces and National Security
HR5601-114,HR,5601,114,House,2016-06-28,K000382,Health
HR5602-114,HR,5602,114,House,2016-06-28,L000562,Finance and Financial Sector
HR5603-114,HR,5603,114,House,2016-06-28,L000562,Finance and Financial Sector
HR5604-114,HR,5604,114,House,2016-06-28,M001190,Armed Forces and National Security
HR5605-114,HR,5605,114,House,2016-06-28,N000184,Agriculture and Food
HR5606-114,HR,5606,114,House,2016-06-28,P000606,Finance and Financial Sector
HR5607-114,HR,5607,114,House,2016-06-28,P000606,Finance and Financial Sector
HR5608-114,HR,5608,114,House,2016-06-28,R000580,Foreign Trade and International Finance
HR5609-114,HR,5609,114,House,2016-06-28,S000018,Transportation and Public Works
HR561-114,HR,561,114,House,2015-01-27,G000556,Education
HR5610-114,HR,5610,114,House,2016-06-28,T000460,Taxation
HR5611-114,HR,5611,114,House,2016-07-01,M001165,Emergency Management
HR5612-114,HR,5612,114,House,2016-07-01,P000591,Government Operations and Politics
HR5613-114,HR,5613,114,House,2016-07-01,J000290,Health
HR5614-114,HR,5614,114,House,2016-07-01,C001038,Health
HR5615-114,HR,5615,114,House,2016-07-01,G000556,Crime and Law Enforcement
HR5616-114,HR,5616,114,House,2016-07-01,N000181,Public Lands and Natural Resources
HR5617-114,HR,5617,114,House,2016-07-01,P000607,Taxation
HR5618-114,HR,5618,114,House,2016-07-01,T000475,Law
HR5619-114,HR,5619,114,House,2016-07-05,Y000066,Immigration
HR562-114,HR,562,114,House,2015-01-27,G000556,Education
HR5620-114,HR,5620,114,House,2016-07-05,M001144,Armed Forces and National Security
HR5621-114,HR,5621,114,House,2016-07-05,P000096,Sports and Recreation
