bioguide_id,crp_id,first_name,last_name,date_of_birth,gender,party,state,seniority,leadership_role,url,total_votes,missed_votes,missed_votes_pct,total_present,votes_with_party_pct,votes_against_party_pct
P000034,N00000781,Frank,Pallone,1951-10-30,M,D,NJ,32,,https://pallone.house.gov,1211,1,0.08,1,97.03,2.97
P000609,N00035691,Gary,Palmer,1954-05-14,M,R,AL,4,,https://palmer.house.gov,1211,16,1.32,0,95.54,4.46
P000613,N00038601,Jimmy,Panetta,1969-10-01,M,D,CA,2,,https://panetta.house.gov,1211,3,0.25,0,95.75,4.25
P000096,N00000751,Bill,Pascrell,1937-01-25,M,D,NJ,22,,https://pascrell.house.gov,1211,33,2.73,1,97.48,2.52
P000594,N00029391,Erik,Paulsen,1965-05-14,M,R,MN,10,,https://paulsen.house.gov,1211,14,1.16,0,91.44,8.56
P000604,N00034639,Donald,Payne,1958-12-17,M,D,NJ,8,,https://payne.house.gov,1211,99,8.18,3,97.41,2.59
P000588,N00012672,Steve,Pearce,1947-08-24,M,R,NM,8,,https://pearce.house.gov,1211,82,6.77,0,93.24,6.76
P000197,N00007360,Nancy,Pelosi,1940-03-26,F,D,CA,30,Minority Leader,https://pelosi.house.gov,1211,128,10.57,1,97.35,2.65
P000593,N00027510,Ed,Perlmutter,1953-05-01,M,D,CO,12,,https://perlmutter.house.gov,1211,56,4.62,2,95.04,4.96
P000605,N00034120,Scott,Perry,1962-05-27,M,R,PA,6,,https://perry.house.gov,1211,21,1.73,0,91.31,8.69
P000608,N00033591,Scott,Peters,1958-06-17,M,D,CA,6,,https://scottpeters.house.gov,1211,21,1.73,2,90.34,9.66
P000258,N00004558,Collin,Peterson,1944-06-29,M,D,MN,28,,https://collinpeterson.house.gov,1211,57,4.71,0,77.33,22.67
P000597,N00013817,Chellie,Pingree,1955-04-02,F,D,ME,10,,https://pingree.house.gov,1211,41,3.39,3,97.46,2.54
P000606,N00034416,Robert,Pittenger,1948-08-15,M,R,NC,6,,https://pittenger.house.gov,1211,92,7.6,0,95.51,4.49
P000610,N00035000,Stacey,Plaskett,1966-05-13,F,D,VI,4,,https://plaskett.house.gov,0,,,,,
P000607,N00033549,Mark,Pocan,1964-08-14,M,D,WI,6,,https://pocan.house.gov,1211,137,11.31,1,95.9,4.1
P000592,N00026457,Ted,Poe,1948-09-10,M,R,TX,14,,https://poe.house.gov,1211,111,9.17,0,92.41,7.59
P000611,N00034584,Bruce,Poliquin,1953-11-01,M,R,ME,4,,https://poliquin.house.gov,1211,13,1.07,0,92.79,7.21
P000598,N00029127,Jared,Polis,1975-05-12,M,D,CO,10,,https://polis.house.gov,1211,175,14.45,1,93.06,6.94
P000602,N00030744,Mike,Pompeo,1963-12-30,M,R,KS,8,,http://pompeo.house.gov,61,59,96.72,0,0.0,0.0
P000599,N00029662,Bill,Posey,1947-12-18,M,R,FL,10,,https://posey.house.gov,1211,111,9.17,0,95.62,4.38
P000523,N00002260,David,Price,1940-08-17,M,D,NC,30,,https://price.house.gov,1211,26,2.15,1,98.79,1.21
P000591,N00026160,Tom,Price,1954-10-08,M,R,GA,14,,https://tomprice.house.gov,85,82,96.47,0,100.0,0.0
Q000023,N00030581,Mike,Quigley,1958-10-17,M,D,IL,10,,https://quigley.house.gov,1211,42,3.47,1,97.73,2.27
R000600,N00007635,Amata,Radewagen,1947-12-29,F,R,AS,4,,https://radewagen.house.gov,0,,,,,
R000606,N00037036,Jamie,Raskin,1962-12-13,M,D,MD,2,,https://raskin.house.gov,1211,10,0.83,1,97.01,2.99
R000601,N00035972,John,Ratcliffe,1965-10-20,M,R,TX,4,,https://ratcliffe.house.gov,1211,81,6.69,0,94.84,5.16
R000585,N00030949,Tom,Reed,1971-11-18,M,R,NY,10,,https://reed.house.gov,1211,23,1.9,0,91.79,8.21
R000578,N00026885,Dave,Reichert,1950-08-29,M,R,WA,14,,https://reichert.house.gov,1211,39,3.22,0,91.77,8.23
R000586,N00031127,Jim,Renacci,1958-12-03,M,R,OH,8,,https://renacci.house.gov,1211,150,12.39,0,94.22,5.78
R000602,N00035927,Kathleen,Rice,1965-02-15,F,D,NY,4,,https://kathleenrice.house.gov,1211,68,5.62,2,95.07,4.93
R000597,N00033832,Tom,Rice,1957-08-04,M,R,SC,6,,https://rice.house.gov,1211,23,1.9,22,95.01,4.99
R000588,N00030184,Cedric,Richmond,1973-09-13,M,D,LA,8,,https://richmond.house.gov,1211,138,11.4,3,95.98,4.02
R000591,N00030768,Martha,Roby,1976-07-27,F,R,AL,8,,https://roby.house.gov,1211,37,3.06,0,97.78,2.22
R000582,N00028463,Phil,Roe,1945-07-21,M,R,TN,10,,https://roe.house.gov,1211,7,0.58,0,97.5,2.5
R000575,N00024759,Mike,Rogers,1958-07-16,M,R,AL,18,,https://mikerogers.house.gov,1211,19,1.57,0,94.27,5.73
R000395,N00003473,Harold,Rogers,1937-12-31,M,R,KY,38,,https://halrogers.house.gov,1211,82,6.77,0,97.33,2.67
R000409,N00007151,Dana,Rohrabacher,1947-06-21,M,R,CA,30,,https://rohrabacher.house.gov,1211,112,9.25,0,92.41,7.59
R000592,N00031741,Todd,Rokita,1970-02-09,M,R,IN,8,,http://rokita.house.gov,1211,42,3.47,0,94.33,5.67
R000607,N00040007,Francis,Rooney,1953-12-04,M,R,FL,2,,https://francisrooney.house.gov,1211,122,10.07,0,97.14,2.86
R000583,N00029018,Tom,Rooney,1970-11-21,M,R,FL,10,,https://rooney.house.gov,1211,176,14.53,2,96.41,3.59
R000435,N00002858,Ileana,Ros-Lehtinen,1952-07-15,F,R,FL,30,,https://ros-lehtinen.house.gov,1211,156,12.88,0,85.89,14.11
R000608,N00038734,Jacky,Rosen,1957-08-02,F,D,NV,2,,https://www.rosen.senate.gov,1211,96,7.93,0,91.44,8.56
R000580,N00004719,Peter,Roskam,1961-09-13,M,R,IL,12,,https://roskam.house.gov,1211,80,6.61,0,93.6,6.4
R000593,N00030645,Dennis,Ross,1959-10-18,M,R,FL,8,,https://dennisross.house.gov,1211,177,14.62,0,99.03,0.97
R000598,N00031253,Keith,Rothfus,1962-04-25,M,R,PA,6,,https://rothfus.house.gov,1211,4,0.33,0,96.92,3.08
R000603,N00033527,David,Rouzer,1972-02-16,M,R,NC,4,,https://rouzer.house.gov,1211,21,1.73,0,95.11,4.89
R000486,N00006671,Lucille,Roybal-Allard,1941-06-12,F,D,CA,26,,https://roybal-allard.house.gov,1211,32,2.64,1,98.26,1.74
R000487,N00008264,Edward,Royce,1951-10-12,M,R,CA,26,,https://royce.house.gov,1211,22,1.82,0,97.55,2.45
R000599,N00033510,Raul,Ruiz,1972-08-25,M,D,CA,6,,https://ruiz.house.gov,1211,5,0.41,2,94.63,5.37
R000576,N00025482,C.A. Dutch,Ruppersberger,1946-01-31,M,D,MD,16,,https://ruppersberger.house.gov,1211,24,1.98,2,94.55,5.45
R000515,N00004887,Bobby,Rush,1946-11-23,M,D,IL,26,,https://rush.house.gov,1211,268,22.13,0,96.41,3.59
R000604,N00036175,Steve,Russell,1963-05-25,M,R,OK,4,,https://russell.house.gov,1211,68,5.62,0,96.05,3.95
R000609,N00039777,John,Rutherford,1952-09-02,M,R,FL,2,,https://rutherford.house.gov,1211,67,5.53,0,96.57,3.43
R000570,N00004357,Paul,Ryan,1970-01-29,M,R,WI,20,Speaker of the House,https://paulryan.house.gov,1210,1182,97.69,0,100.0,3.85
R000577,N00025280,Tim,Ryan,1973-07-16,M,D,OH,16,,https://timryan.house.gov,1211,80,6.61,1,97.28,2.72
S001177,N00030418,Gregorio,Sablan,1955-01-19,M,D,MP,10,,https://sablan.house.gov,0,,,,,
S001156,N00024870,Linda,Sánchez,1969-01-28,F,D,CA,16,,https://lindasanchez.house.gov,1211,31,2.56,2,98.26,1.74
S000051,N00002424,Mark,Sanford,1960-05-28,M,R,SC,6,,https://sanford.house.gov,1211,40,3.3,16,83.78,16.22
S001168,N00027751,John,Sarbanes,1962-05-22,M,D,MD,12,,https://sarbanes.house.gov,1211,11,0.91,2,98.03,1.97
S001176,N00009660,Steve,Scalise,1965-10-06,M,R,LA,12,Majority Whip,https://scalise.house.gov,1211,353,29.15,0,99.41,0.59
S001205,N00042706,Mary,Scanlon,1959-08-30,F,D,PA,2,,https://scanlon.house.gov,84,1,1.19,0,98.78,1.22
S001145,N00004724,Jan,Schakowsky,1944-05-26,F,D,IL,20,,https://schakowsky.house.gov,1211,11,0.91,0,96.15,3.85
S001150,N00009585,Adam,Schiff,1960-06-22,M,D,CA,18,,https://schiff.house.gov,1211,6,0.5,1,98.47,1.53
S001190,N00033101,Brad,Schneider,1961-08-20,M,D,IL,2,,https://schneider.house.gov,1211,12,0.99,1,89.63,10.37
S001180,N00030071,Kurt,Schrader,1951-10-19,M,D,OR,10,,https://schrader.house.gov,1188,20,1.68,0,89.64,10.36
S001183,N00006460,David,Schweikert,1962-03-03,M,R,AZ,8,,https://schweikert.house.gov,1211,8,0.66,0,96.16,3.84
S000185,N00002147,Robert,Scott,1947-04-30,M,D,VA,26,,https://bobbyscott.house.gov,1211,12,0.99,1,96.4,3.6
S001157,N00024871,David,Scott,1945-06-27,M,D,GA,16,,https://davidscott.house.gov,1211,92,7.6,0,94.4,5.6
S001189,N00032457,Austin,Scott,1969-12-10,M,R,GA,8,,https://austinscott.house.gov,1211,24,1.98,0,97.38,2.62
S000244,N00004291,F.,Sensenbrenner,1943-06-14,M,R,WI,40,,https://sensenbrenner.house.gov,1211,22,1.82,0,94.17,5.83
S000248,N00001813,José,Serrano,1943-10-24,M,D,NY,30,,https://serrano.house.gov,1211,6,0.5,0,97.19,2.81
S000250,N00005681,Pete,Sessions,1955-03-22,M,R,TX,22,,https://sessions.house.gov,1211,16,1.32,0,99.07,0.93
S001185,N00030622,Terri,Sewell,1965-01-01,F,D,AL,8,,https://sewell.house.gov,1211,63,5.2,3,96.33,3.67
S001170,N00028091,Carol,Shea-Porter,1952-12-02,F,D,NH,8,,https://shea-porter.house.gov,1211,120,9.91,4,95.1,4.9
S000344,N00006897,Brad,Sherman,1954-10-24,M,D,CA,22,,https://sherman.house.gov,1211,16,1.32,2,95.53,4.47
S000364,N00004961,John,Shimkus,1958-02-21,M,R,IL,22,,https://shimkus.house.gov,1211,14,1.16,0,96.89,3.11
S001154,N00013770,Bill,Shuster,1961-01-10,M,R,PA,18,,https://shuster.house.gov,1211,147,12.14,0,96.51,3.49
S001148,N00006263,Mike,Simpson,1950-09-08,M,R,ID,20,,https://simpson.house.gov,1211,70,5.78,0,95.95,4.05
S001191,N00033983,Kyrsten,Sinema,1976-07-12,F,D,AZ,6,,https://www.sinema.senate.gov,1211,122,10.07,0,79.91,20.09
S001165,N00027523,Albio,Sires,1951-01-26,M,D,NJ,14,,https://sires.house.gov,1211,58,4.79,2,97.51,2.49
S000480,N00001311,Louise,Slaughter,1929-08-14,F,D,NY,32,,https://louise.house.gov,825,112,13.58,0,97.55,2.45
S000522,N00009816,Christopher,Smith,1953-03-04,M,R,NJ,38,,https://chrissmith.house.gov,1211,9,0.74,0,88.39,11.61
S000583,N00001811,Lamar,Smith,1947-11-19,M,R,TX,32,,https://lamarsmith.house.gov,1211,82,6.77,0,98.93,1.07
S001195,N00035282,Jason,Smith,1980-06-16,M,R,MO,6,,https://jasonsmith.house.gov,1211,27,2.23,0,95.84,4.16
S000510,N00007833,Adam,Smith,1965-06-15,M,D,WA,22,,https://adamsmith.house.gov,1211,32,2.64,1,95.82,4.18
S001172,N00027623,Adrian,Smith,1970-12-19,M,R,NE,12,,https://adriansmith.house.gov,1211,37,3.06,0,97.86,2.14
S001199,N00038781,Lloyd,Smucker,1964-01-23,M,R,PA,2,,https://smucker.house.gov,1211,15,1.24,0,96.81,3.19
S001200,N00037422,Darren,Soto,1978-02-25,M,D,FL,2,,https://soto.house.gov,1211,5,0.41,0,97.62,2.39
S001175,N00029649,Jackie,Speier,1950-05-14,F,D,CA,12,,https://speier.house.gov,1211,178,14.7,0,96.51,3.49
S001196,N00035523,Elise,Stefanik,1984-07-02,F,R,NY,4,,https://stefanik.house.gov,1211,6,0.5,0,91.41,8.59
S001192,N00033932,Chris,Stewart,1960-07-15,M,R,UT,6,,https://stewart.house.gov,1211,26,2.15,0,97.79,2.21
S001187,N00029574,Steve,Stivers,1965-03-24,M,R,OH,8,,https://stivers.house.gov,1211,76,6.28,0,93.09,6.91
S001201,N00038742,Thomas,Suozzi,1962-08-31,M,D,NY,2,,https://suozzi.house.gov,1211,37,3.06,0,91.0,9.0
S001193,N00033508,Eric,Swalwell,1980-11-16,M,D,CA,6,,https://swalwell.house.gov,1211,78,6.44,0,96.64,3.36
T000472,N00006701,Mark,Takano,1960-12-10,M,D,CA,6,,https://takano.house.gov,1211,23,1.9,2,96.2,3.8
T000477,N00031263,Scott,Taylor,1979-06-27,M,R,VA,2,,https://taylor.house.gov,1211,72,5.95,1,96.65,3.35
T000478,N00036351,Claudia,Tenney,1961-02-04,F,R,NY,2,,https://tenney.house.gov,1211,7,0.58,0,93.74,6.26
T000193,N00003288,Bennie,Thompson,1948-01-28,M,D,MS,26,,https://benniethompson.house.gov,1211,114,9.41,0,97.01,2.99
T000460,N00007419,Mike,Thompson,1951-01-24,M,D,CA,20,,https://mikethompson.house.gov,1211,25,2.06,2,96.27,3.73
T000467,N00029736,Glenn,Thompson,1959-07-27,M,R,PA,10,,https://thompson.house.gov,1211,10,0.83,0,93.39,6.61
T000238,N00006052,William,Thornberry,1958-07-15,M,R,TX,24,,https://thornberry.house.gov,1211,26,2.15,0,98.22,1.78
T000462,N00009699,Pat,Tiberi,1962-10-21,M,R,OH,18,,https://tiberi.house.gov/,728,88,12.09,0,95.29,4.71
T000470,N00027509,Scott,Tipton,1956-11-09,M,R,CO,8,,https://tipton.house.gov,1211,22,1.82,0,93.41,6.59
T000468,N00030191,Dina,Titus,1950-05-23,F,D,NV,6,,https://titus.house.gov,1211,94,7.76,2,96.41,3.59
T000469,N00030196,Paul,Tonko,1949-06-18,M,D,NY,10,,https://tonko.house.gov,1211,10,0.83,42,96.49,3.51
T000474,N00036107,Norma,Torres,1965-04-04,F,D,CA,4,,https://torres.house.gov,1211,25,2.06,1,97.31,2.69
T000475,N00035607,Dave,Trott,1960-10-16,M,R,MI,4,,https://trott.house.gov,1211,108,8.92,0,97.36,2.64
T000465,N00029026,Niki,Tsongas,1946-04-26,F,D,MA,12,,https://tsongas.house.gov,1211,154,12.72,1,97.28,2.72
T000463,N00025175,Michael,Turner,1960-01-11,M,R,OH,16,,https://turner.house.gov,1211,34,2.81,0,92.91,7.09
U000031,N00004133,Fred,Upton,1953-04-23,M,R,MI,32,,https://upton.house.gov,1211,30,2.48,0,90.81,9.19
V000129,N00033367,David,Valadao,1977-04-14,M,R,CA,6,,https://valadao.house.gov,1211,24,1.98,0,93.23,6.77
V000130,N00007021,Juan,Vargas,1961-03-07,M,D,CA,6,,https://vargas.house.gov,1211,44,3.63,0,97.01,2.99
V000131,N00033839,Marc,Veasey,1971-01-03,M,D,TX,6,,https://veasey.house.gov,1211,10,0.83,2,95.89,4.11
V000132,N00034349,Filemon,Vela,1963-02-13,M,D,TX,6,,https://vela.house.gov,1211,72,5.95,0,92.16,7.84
V000081,N00001102,Nydia,Velázquez,1953-03-28,F,D,NY,26,,https://velazquez.house.gov,1211,35,2.89,0,96.77,3.23
V000108,N00003813,Peter,Visclosky,1949-08-13,M,D,IN,34,,https://visclosky.house.gov,1211,51,4.21,0,97.17,2.83
W000812,N00033106,Ann,Wagner,1962-09-13,F,R,MO,6,,https://wagner.house.gov,1211,46,3.8,0,98.53,1.47
W000798,N00026368,Tim,Walberg,1951-04-12,M,R,MI,8,,https://walberg.house.gov,1211,2,0.17,0,95.43,4.57
W000791,N00007690,Greg,Walden,1957-01-10,M,R,OR,20,,https://walden.house.gov,1211,7,0.58,0,95.66,4.34
W000819,N00035311,Mark,Walker,1969-05-20,M,R,NC,4,,https://walker.house.gov,1211,34,2.81,0,96.93,3.07
W000813,N00031226,Jackie,Walorski,1963-08-17,F,R,IN,6,,https://walorski.house.gov,1211,9,0.74,0,98.58,1.42
W000820,N00035391,Mimi,Walters,1962-05-14,F,R,CA,4,,https://walters.house.gov,1211,83,6.85,0,98.93,1.07
W000799,N00027467,Tim,Walz,1964-04-06,M,D,MN,12,,https://walz.house.gov,1211,395,32.62,0,95.11,4.89
W000797,N00026106,Debbie,Wasserman Schultz,1966-09-27,F,D,FL,14,,https://wassermanschultz.house.gov,1211,76,6.28,2,96.75,3.25
W000187,N00006690,Maxine,Waters,1938-08-15,F,D,CA,28,,https://waters.house.gov,1211,54,4.46,2,96.11,3.89
W000822,N00036158,Bonnie,Watson Coleman,1945-02-06,F,D,NJ,4,,https://watsoncoleman.house.gov,1211,19,1.57,1,95.95,4.05
W000814,N00033539,Randy,Weber,1953-07-02,M,R,TX,6,,https://weber.house.gov,1211,22,1.82,0,95.1,4.9
W000806,N00026335,Daniel,Webster,1949-04-27,M,R,FL,8,,https://webster.house.gov,1211,126,10.4,0,97.22,2.78
W000800,N00000515,Peter,Welch,1947-05-02,M,D,VT,12,,https://welch.house.gov,1211,26,2.15,1,96.53,3.47
W000815,N00033310,Brad,Wenstrup,1958-06-17,M,R,OH,6,,https://wenstrup.house.gov,1211,19,1.57,0,96.8,3.2
W000821,N00035527,Bruce,Westerman,1967-11-18,M,R,AR,4,,https://westerman.house.gov,1211,7,0.58,0,98.0,2.0
W000826,N00041997,Susan,Wild,1957-06-07,F,D,PA,2,,https://wild.house.gov,79,10,12.66,0,100.0,0.0
W000816,N00030602,Roger,Williams,1949-09-13,M,R,TX,6,,https://williams.house.gov,1211,16,1.32,0,97.39,2.61
W000795,N00024809,Joe,Wilson,1947-07-31,M,R,SC,18,,https://joewilson.house.gov,1211,15,1.24,0,98.32,1.68
W000808,N00030650,Frederica,Wilson,1942-11-05,F,D,FL,8,,https://wilson.house.gov,1211,182,15.03,3,97.23,2.77
W000804,N00029459,Robert,Wittman,1959-02-03,M,R,VA,12,,https://wittman.house.gov,1211,15,1.24,0,95.47,4.53
W000809,N00031857,Steve,Womack,1957-02-18,M,R,AR,8,,https://womack.house.gov,1211,0,0.0,0,98.51,1.49
W000810,N00032416,Rob,Woodall,1970-02-11,M,R,GA,8,,https://woodall.house.gov,1211,17,1.4,0,94.28,5.72
Y000062,N00028073,John,Yarmuth,1947-11-04,M,D,KY,12,,https://yarmuth.house.gov,1211,41,3.39,2,97.2,2.8
Y000063,N00031502,Kevin,Yoder,1976-01-08,M,R,KS,8,,https://yoder.house.gov,1211,18,1.49,0,94.69,5.31
Y000065,N00033220,Ted,Yoho,1955-04-13,M,R,FL,6,,https://yoho.house.gov,1211,47,3.88,0,94.74,5.26
Y000033,N00007999,Don,Young,1933-06-09,M,R,AK,46,,https://donyoung.house.gov,1211,44,3.63,0,90.89,9.11
Y000066,N00035509,David,Young,1968-05-11,M,R,IA,4,,https://davidyoung.house.gov,1211,0,0.0,0,97.01,2.99
Z000017,N00029404,Lee,Zeldin,1980-01-30,M,R,NY,4,,https://zeldin.house.gov,1211,35,2.89,0,94.19,5.81
Z000018,N00035616,Ryan,Zinke,1961-11-01,M,R,MT,4,,https://zinke.house.gov,109,90,82.57,0,100.0,0.0
A000368,N00030980,Kelly,Ayotte,1968-06-27,F,R,NH,5,,http://www.ayotte.senate.gov,502,7,1.39,0,80.86,19.14
B000711,N00006692,Barbara,Boxer,1940-11-11,F,D,CA,23,,https://www.boxer.senate.gov,502,67,13.35,0,95.09,4.91
C000542,N00003845,Daniel,Coats,1943-05-16,M,R,IN,5,,http://www.coats.senate.gov,502,15,2.99,0,92.47,7.53
K000360,N00012539,Mark,Kirk,1959-09-15,M,R,IL,7,,https://www.kirk.senate.gov,502,31,6.18,0,78.57,21.43
M000702,N00001945,Barbara,Mikulski,1936-07-20,F,D,MD,29,,https://www.mikulski.senate.gov,502,27,5.38,0,97.43,2.57
R000146,N00009922,Harry,Reid,1939-12-02,M,D,NV,29,,http://www.reid.senate.gov,502,61,12.15,0,96.06,3.94
V000127,N00009659,David,Vitter,1961-05-03,M,R,LA,11,,https://www.vitter.senate.gov,502,76,15.14,0,92.12,7.88
A000373,N00005293,Brad,Ashford,1949-11-10,M,D,NE,2,,https://ashford.house.gov,1325,14,1.06,0,78.57,21.36
B001271,N00031934,Dan,Benishek,1952-04-20,M,R,MI,6,,http://benishek.house.gov,1325,4,0.3,0,92.83,7.09
B000589,N00003675,John,Boehner,1949-11-17,M,R,OH,26,,http://boehner.house.gov,580,564,97.24,0,84.62,15.38
B001255,N00026595,Charles,Boustany,1956-02-21,M,R,LA,12,,http://boustany.house.gov,1325,17,1.28,0,95.99,3.93
B000911,N00002713,Corrine,Brown,1946-11-11,F,D,FL,24,,https://corrinebrown.house.gov,1325,187,14.11,0,96.08,3.83
C001036,N00007232,Lois,Capps,1938-01-10,F,D,CA,20,,http://capps.house.gov,1325,61,4.6,0,97.6,2.32
C001083,N00030736,John,Carney,1956-05-20,M,D,DE,6,,http://johncarney.house.gov,1325,36,2.72,0,95.45,4.47
C001102,N00035854,Curt,Clawson,1959-09-28,M,R,FL,4,,http://clawson.house.gov,1325,114,8.6,0,91.84,8.08
C001045,N00012739,Ander,Crenshaw,1944-09-01,M,R,FL,16,,https://crenshaw.house.gov,1325,26,1.96,0,94.66,5.19
D000613,N00031103,Robert,Dold,1971-06-19,M,R,IL,2,,https://dold.house.gov,1325,20,1.51,0,79.69,20.23
E000290,N00028249,Donna,Edwards,1958-06-28,F,D,MD,10,,http://donnaedwards.house.gov,1325,45,3.4,3,97.87,2.05
E000291,N00031513,Renee,Ellmers,1964-02-09,F,R,NC,6,,http://ellmers.house.gov,1325,132,9.96,0,94.51,5.4
F000030,N00007312,Sam,Farr,1941-07-04,M,D,CA,24,,http://farr.house.gov,1325,79,5.96,0,96.67,3.25
F000043,N00001746,Chaka,Fattah,1956-11-21,M,D,PA,22,,http://fattah.house.gov,1045,251,24.02,0,97.08,2.8
F000458,N00031141,Stephen,Fincher,1973-02-07,M,R,TN,6,,http://fincher.house.gov,1325,362,27.32,0,95.92,3.97
F000451,N00027229,Michael,Fitzpatrick,1963-06-28,M,R,PA,6,,http://fitzpatrick.house.gov/,1325,54,4.08,0,84.62,15.31
F000456,N00029679,John,Fleming,1951-07-05,M,R,LA,8,,http://fleming.house.gov,1325,18,1.36,0,93.75,6.17
F000445,N00013799,J.,Forbes,1952-02-17,M,R,VA,16,,http://forbes.house.gov,1325,111,8.38,0,96.76,3.15
G000548,N00000743,Scott,Garrett,1959-07-09,M,R,NJ,14,,http://garrett.house.gov,1325,29,2.19,0,92.38,7.54
G000564,N00031998,Chris,Gibson,1964-05-13,M,R,NY,6,,http://gibson.house.gov,1325,12,0.91,0,77.28,22.64
G000575,N00035688,Gwen,Graham,1963-01-31,F,D,FL,2,,https://graham.house.gov,1325,2,0.15,0,87.31,12.61
G000556,N00028418,Alan,Grayson,1958-03-13,M,D,FL,4,,http://grayson.house.gov,1325,54,4.08,2,94.76,5.08
G000569,N00031401,Mike,Grimm,1970-02-07,M,R,NY,6,,http://grimm.house.gov,,,,,,
G000570,N00030801,Frank,Guinta,1970-09-26,M,R,NH,2,,https://guinta.house.gov,1325,23,1.74,0,94.81,5.11
H001063,N00006806,Janice,Hahn,1952-03-30,F,D,CA,6,,http://hahn.house.gov,1303,38,2.92,0,97.12,2.8
H001051,N00030197,Richard,Hanna,1951-01-25,M,R,NY,6,,http://hanna.house.gov,1325,120,9.06,0,83.65,16.18
H001070,N00035628,Cresent,Hardy,1957-06-23,M,R,NV,2,,https://hardy.house.gov,1325,29,2.19,0,95.26,4.67
H001055,N00031244,Joe,Heck,1961-10-30,M,R,NV,6,,https://dennyheck.house.gov/,1325,63,4.75,0,91.22,8.7
H000636,N00006008,Rubén,Hinojosa,1940-08-20,M,D,TX,20,,http://hinojosa.house.gov,1325,302,22.79,0,95.18,4.72
H001034,N00012611,Michael,Honda,1941-06-27,M,D,CA,16,,https://honda.house.gov,1325,23,1.74,0,96.19,3.73
H001057,N00027649,Tim,Huelskamp,1968-11-11,M,R,KS,6,,http://huelskamp.house.gov,1325,28,2.11,0,90.75,9.17
H001060,N00031265,Robert,Hurt,1969-06-16,M,R,VA,6,,https://hurt.house.gov,1325,52,3.92,0,96.28,3.64
I000057,N00013345,Steve,Israel,1958-05-30,M,D,NY,16,,http://israel.house.gov,1325,42,3.17,0,96.54,3.3
J000296,N00035717,David,Jolly,1972-10-31,M,R,FL,4,,http://jolly.house.gov,1325,77,5.81,2,88.45,11.47
K000368,N00029260,Ann,Kirkpatrick,1950-03-24,F,D,AZ,4,,http://kirkpatrick.house.gov,1325,139,10.49,0,89.35,10.56
K000363,N00004436,John,Kline,1947-09-06,M,R,MN,14,,http://kline.house.gov,1325,15,1.13,0,96.69,3.23
L000571,N00029788,Cynthia,Lummis,1954-09-10,F,R,WY,8,,http://lummis.house.gov,1325,30,2.26,0,92.61,7.32
M000404,N00009829,Jim,McDermott,1936-12-28,M,D,WA,28,,http://mcdermott.house.gov,1325,54,4.08,1,95.39,4.53
M000689,N00002793,John,Mica,1943-01-27,M,R,FL,24,,http://mica.house.gov,1325,9,0.68,0,96.18,3.67
M001144,N00013846,Jeff,Miller,1959-06-27,M,R,FL,16,,http://jeffmiller.house.gov,1325,42,3.17,0,95.84,4.08
M001150,N00009795,Candice,Miller,1954-05-07,F,R,MI,14,,http://candicemiller.house.gov,1325,95,7.17,0,95.33,4.59
M001191,N00033091,Patrick,Murphy,1983-03-30,M,D,FL,4,,http://patrickmurphy.house.gov,1325,46,3.47,0,92.09,7.83
N000182,N00026043,Randy,Neugebauer,1949-12-24,M,R,TX,14,,http://randy.house.gov,1325,11,0.83,0,96.7,3.22
N000185,N00032441,Richard,Nugent,1951-05-26,M,R,FL,6,,https://nugent.house.gov,1325,180,13.58,0,93.4,6.51
N000186,N00031006,Alan,Nunnelee,1958-10-09,M,R,MS,6,,http://nunnelee.house.gov,,,,,,
P000596,N00029168,Pedro,Pierluisi,1959-04-26,M,D,PR,8,,http://pierluisi.house.gov,,,,,,
P000373,N00001633,Joe,Pitts,1939-10-10,M,R,PA,20,,http://pitts.house.gov,1325,35,2.64,0,96.8,3.13
R000053,N00000964,Charles,Rangel,1930-06-11,M,D,NY,46,,http://rangel.house.gov,1320,60,4.55,0,97.52,2.4
R000587,N00030968,Reid,Ribble,1956-04-05,M,R,WI,6,,http://ribble.house.gov,1325,42,3.17,0,93.01,6.91
R000589,N00030962,Scott,Rigell,1960-05-28,M,R,VA,6,,http://rigell.house.gov,1325,10,0.75,0,92.26,7.66
S000018,N00006446,Matt,Salmon,1958-01-21,M,R,AZ,4,,http://salmon.house.gov,1325,37,2.79,0,94.21,5.71
S000030,N00008274,Loretta,Sánchez,1960-01-07,F,D,CA,20,,http://lorettasanchez.house.gov,1325,388,29.28,0,95.14,4.75
S001179,N00029273,Aaron,Schock,1981-05-28,M,R,IL,8,,http://schock.house.gov,144,17,11.81,0,89.6,10.4
S001188,N00030891,Marlin,Stutzman,1976-08-31,M,R,IN,8,,http://stutzman.house.gov,1325,91,6.87,1,94.78,5.14
T000473,N00035535,Mark,Takai,1967-07-01,M,D,HI,2,,https://takai.house.gov,1181,421,35.65,0,97.07,2.8
W000796,N00026163,Lynn,Westmoreland,1950-04-02,M,R,GA,12,,http://westmoreland.house.gov,1325,232,17.51,0,93.91,6.0
W000413,N00003467,Edward,Whitfield,1943-05-25,M,R,KY,22,,http://whitfield.house.gov,1181,100,8.47,0,93.28,6.62
B000243,N00004643,Max,Baucus,1941-12-11,M,D,MT,35,,http://www.baucus.senate.gov,316,2,0.63,1,90.13,9.87
